<start> geh . <end>	<start> go . <end>
<start> tom wurde bewertet . <end>	<start> tom got evaluated . <end>
<start> tom kam hierher zu spat an . <end>	<start> tom got here late . <end>
<start> tom wurde ungeduldig . <end>	<start> tom got impatient . <end>
<start> tom wurde sauer auf mich . <end>	<start> tom got mad at me . <end>
<start> tom bekam einen sonnenbrand . <end>	<start> tom got sunburned . <end>
<start> tom hat sonnenbrand bekommen . <end>	<start> tom got sunburned . <end>
<start> tom wurde suspendiert . <end>	<start> tom got suspended . <end>
<start> tom bekam den preis . <end>	<start> tom got the prize . <end>
<start> tom bekam sehr viel zu tun . <end>	<start> tom got very busy . <end>
<start> tom wurde sehr krank . <end>	<start> tom got very sick . <end>
<start> tom baut rhabarber an . <end>	<start> tom grows rhubarb . <end>
<start> tom hat richtig geraten . <end>	<start> tom guessed right . <end>
<start> tom hat falsch geraten . <end>	<start> tom guessed wrong . <end>
<start> tom hatte einen schlechten tag . <end>	<start> tom had a bad day . <end>
<start> tom hatte einen anfall . <end>	<start> tom had a seizure . <end>
<start> tom hatte blaue augen . <end>	<start> tom had blue eyes . <end>
<start> tom hat gefruhstuckt . <end>	<start> tom had breakfast . <end>
<start> tom fruhstuckte . <end>	<start> tom had breakfast . <end>
<start> tom trug keinen hut . <end>	<start> tom had no hat on . <end>
<start> tom hatte fragen . <end>	<start> tom had questions . <end>
<start> tom lachelte kaum . <end>	<start> tom hardly smiled . <end>
<start> tom hat ein fahrrad . <end>	<start> tom has a bicycle . <end>
<start> tom hat einen groayen hund . <end>	<start> tom has a big dog . <end>
<start> tom hat jetzt ein auto . <end>	<start> tom has a car now . <end>
<start> tom hat einen falschen personalausweis . <end>	<start> tom has a fake id . <end>
<start> tom hat einen hohen iq . <end>	<start> tom has a high iq . <end>
<start> tom hat eine groayraumlimousine . <end>	<start> tom has a minivan . <end>
<start> tom hat ein neues auto . <end>	<start> tom has a new car . <end>
<start> tom hat ein rotes auto . <end>	<start> tom has a red car . <end>
<start> tom hat ein ruderboot . <end>	<start> tom has a rowboat . <end>
<start> tom hat einen roller . <end>	<start> tom has a scooter . <end>
<start> tom hat allergien . <end>	<start> tom has allergies . <end>
<start> tom hat ein iphone . <end>	<start> tom has an iphone . <end>
<start> tom hat arthritis . <end>	<start> tom has arthritis . <end>
<start> tom ist verletzt . <end>	<start> tom has been hurt . <end>
<start> tom ist erschossen worden . <end>	<start> tom has been shot . <end>
<start> tom hat groaye hande . <end>	<start> tom has big hands . <end>
<start> tom hat blaue augen . <end>	<start> tom has blue eyes . <end>
<start> tom hat kalte fuaye . <end>	<start> tom has cold feet . <end>
<start> tom ist nach hause gekommen . <end>	<start> tom has come home . <end>
<start> tom hat gebeichtet . <end>	<start> tom has confessed . <end>
<start> tom hat gestanden . <end>	<start> tom has confessed . <end>
<start> tom hat schwarze haare . <end>	<start> tom has dark hair . <end>
<start> tom hat dunkles haar . <end>	<start> tom has dark hair . <end>
<start> tom hat eine dunkle hautfarbe . <end>	<start> tom has dark skin . <end>
<start> tom hat das getan . <end>	<start> tom has done that . <end>
<start> tom hat das gemacht . <end>	<start> tom has done that . <end>
<start> tom hat das getan . <end>	<start> tom has done this . <end>
<start> tom hat plattfuaye . <end>	<start> tom has flat feet . <end>
<start> tom fehlt unentschuldigt . <end>	<start> tom has gone awol . <end>
<start> tom ist nach hause gegangen . <end>	<start> tom has gone home . <end>
<start> tom muss gehen . <end>	<start> tom has got to go . <end>
<start> tom hat graues haar . <end>	<start> tom has gray hair . <end>
<start> tom hat heuschnupfen . <end>	<start> tom has hay fever . <end>
<start> tom hat sodbrennen . <end>	<start> tom has heartburn . <end>
<start> tom hat so seine launen . <end>	<start> tom has his moods . <end>
<start> tom ist gerade gegangen . <end>	<start> tom has just left . <end>
<start> tom hat die stadt verlassen . <end>	<start> tom has left town . <end>
<start> tom hat lange arme . <end>	<start> tom has long arms . <end>
<start> tom hat lange haare . <end>	<start> tom has long hair . <end>
<start> tom hat lange beine . <end>	<start> tom has long legs . <end>
<start> tom hat sein gesicht verloren . <end>	<start> tom has lost face . <end>
<start> tom hat viele katzen . <end>	<start> tom has many cats . <end>
<start> tom hat viele spielsachen . <end>	<start> tom has many toys . <end>
<start> tom hat keine andere wahl . <end>	<start> tom has no choice . <end>
<start> tom hat keine entschuldigung . <end>	<start> tom has no excuse . <end>
<start> tom hat potenzial . <end>	<start> tom has potential . <end>
<start> tom hat sich wieder erholt . <end>	<start> tom has recovered . <end>
<start> tom hat sich erholt . <end>	<start> tom has recovered . <end>
<start> tom hat wieder geheiratet . <end>	<start> tom has remarried . <end>
<start> tom muss es heiay sein . <end>	<start> tom has to be hot . <end>
<start> tom muss jetzt gehen . <end>	<start> tom has to go now . <end>
<start> tom hat noch nicht angerufen . <end>	<start> tom hasn t called . <end>
<start> tom hat nicht angerufen . <end>	<start> tom hasn t called . <end>
<start> tom hasste sich selbst . <end>	<start> tom hated himself . <end>
<start> tom hasste spinat . <end>	<start> tom hated spinach . <end>
<start> tom hasst karotten . <end>	<start> tom hates carrots . <end>
<start> tom hasst mohren . <end>	<start> tom hates carrots . <end>
<start> tom hasst tanzen . <end>	<start> tom hates dancing . <end>
<start> tom hasst sich selbst . <end>	<start> tom hates himself . <end>
<start> tom hasst seine arbeit . <end>	<start> tom hates his job . <end>
<start> tom hasst insekten . <end>	<start> tom hates insects . <end>
<start> tom hasst joggen . <end>	<start> tom hates jogging . <end>
<start> tom joggt nicht gerne . <end>	<start> tom hates jogging . <end>
<start> tom hasst partys . <end>	<start> tom hates parties . <end>
<start> tom hasst es zu laufen . <end>	<start> tom hates running . <end>
<start> tom hasst geheimnisse . <end>	<start> tom hates secrets . <end>
<start> tom hasst spinnen . <end>	<start> tom hates spiders . <end>
<start> tom horte ein gerausch . <end>	<start> tom heard a noise . <end>
<start> tom horte einen schrei . <end>	<start> tom heard a shout . <end>
<start> tom horte nichts . <end>	<start> tom heard nothing . <end>
<start> tom horte schreien . <end>	<start> tom heard yelling . <end>
<start> tom summte ein lied . <end>	<start> tom hummed a song . <end>
<start> tom hat sich am knie verletzt . <end>	<start> tom hurt his knee . <end>
<start> tom ahmte maria nach . <end>	<start> tom imitated mary . <end>
<start> tom beleidigte mary . <end>	<start> tom insulted mary . <end>
<start> tom hat mary beleidigt . <end>	<start> tom insulted mary . <end>
<start> tom ist der sohn marias . <end>	<start> tom is mary s son . <end>
<start> tom ist kanadier . <end>	<start> tom is a canadian . <end>
<start> tom ist junggeselle . <end>	<start> tom is a bachelor . <end>
<start> tom ist ein schlechter koch . <end>	<start> tom is a bad cook . <end>
<start> tom kann nicht kochen . <end>	<start> tom is a bad cook . <end>
<start> tom ist ein schlechter lugner . <end>	<start> tom is a bad liar . <end>
<start> tom ist anfanger . <end>	<start> tom is a beginner . <end>
<start> tom ist ein bucherwurm . <end>	<start> tom is a bookworm . <end>
<start> tom ist auch vater . <end>	<start> tom is a dad , too . <end>
<start> tom ist diabetiker . <end>	<start> tom is a diabetic . <end>
<start> tom ist diplomat . <end>	<start> tom is a diplomat . <end>
<start> tom ist gartner . <end>	<start> tom is a gardener . <end>
<start> tom ist ein guter junge . <end>	<start> tom is a good boy . <end>
<start> tom ist ein guter mensch . <end>	<start> tom is a good guy . <end>
<start> tom ist ein braves kind . <end>	<start> tom is a good kid . <end>
<start> tom ist ein artiges kind . <end>	<start> tom is a good kid . <end>
<start> tom ist ein guter mann . <end>	<start> tom is a good man . <end>
<start> tom ist ein braver mann . <end>	<start> tom is a good man . <end>
<start> tom ist graduiert . <end>	<start> tom is a graduate . <end>
<start> tom ist juwelier . <end>	<start> tom is a jeweller . <end>
<start> tom ist ein hoflicher junge . <end>	<start> tom is a kind boy . <end>
<start> tom ist sprachwissenschaftler . <end>	<start> tom is a linguist . <end>
<start> tom ist linguist . <end>	<start> tom is a linguist . <end>
<start> tom ist mechaniker . <end>	<start> tom is a mechanic . <end>
<start> tom ist pfarrer . <end>	<start> tom is a minister . <end>
<start> tom ist ein morder . <end>	<start> tom is a murderer . <end>
<start> tom ist musiker . <end>	<start> tom is a musician . <end>
<start> tom ist ein nachbar . <end>	<start> tom is a neighbor . <end>
<start> tom ist neu dabei . <end>	<start> tom is a newcomer . <end>
<start> tom ist neu . <end>	<start> tom is a newcomer . <end>
<start> tom ist ein netter kerl . <end>	<start> tom is a nice guy . <end>
<start> tom ist ein netter mann . <end>	<start> tom is a nice man . <end>
<start> tom ist ein strafling . <end>	<start> tom is a prisoner . <end>
<start> tom ist ein gefangener . <end>	<start> tom is a prisoner . <end>
<start> tom ist ein strafgefangener . <end>	<start> tom is a prisoner . <end>
<start> tom ist ein halbes hemd . <end>	<start> tom is a pushover . <end>
<start> tom ist ein echter kerl . <end>	<start> tom is a real man . <end>
<start> tom ist reporter . <end>	<start> tom is a reporter . <end>
<start> tom ist verkaufer . <end>	<start> tom is a salesman . <end>
<start> tom ist ein fremder . <end>	<start> tom is a stranger . <end>
<start> tom ist groay . <end>	<start> tom is a tall man . <end>
<start> tom ist ein groaygewachsener mann . <end>	<start> tom is a tall man . <end>
<start> tom ist ein hochgewachsener mann . <end>	<start> tom is a tall man . <end>
<start> tom ist ein teenager . <end>	<start> tom is a teenager . <end>
<start> tom ist telepath . <end>	<start> tom is a telepath . <end>
<start> tom ist ein virtuose . <end>	<start> tom is a virtuoso . <end>
<start> tom ist ein kriegsheld . <end>	<start> tom is a war hero . <end>
<start> tom ist ein schwachling . <end>	<start> tom is a weakling . <end>
<start> tom ist aggressiv . <end>	<start> tom is aggressive . <end>
<start> tom ist ein dilettant . <end>	<start> tom is an amateur . <end>
<start> tom ist atheist . <end>	<start> tom is an atheist . <end>
<start> tom ist ein alter mann . <end>	<start> tom is an old man . <end>
<start> tom ist analytisch . <end>	<start> tom is analytical . <end>
<start> tom ist redegewandt . <end>	<start> tom is articulate . <end>
<start> tom schlaft gerade . <end>	<start> tom is asleep now . <end>
<start> tom schlaft jetzt . <end>	<start> tom is asleep now . <end>
<start> tom ist erstaunt . <end>	<start> tom is astonished . <end>
<start> tom ist wieder da . <end>	<start> tom is back again . <end>
<start> tom ist fruh wieder da . <end>	<start> tom is back early . <end>
<start> tom ist schwer verletzt . <end>	<start> tom is badly hurt . <end>
<start> tom ist hinter dir . <end>	<start> tom is behind you . <end>
<start> tom ist hinter euch . <end>	<start> tom is behind you . <end>
<start> tom ist hinter ihnen . <end>	<start> tom is behind you . <end>
<start> tom ist glaubwurdig . <end>	<start> tom is believable . <end>
<start> tom ist groaykopfig . <end>	<start> tom is big headed . <end>
<start> tom ist farbenblind . <end>	<start> tom is colorblind . <end>
<start> tom ist mutig . <end>	<start> tom is courageous . <end>
<start> tom schielt . <end>	<start> tom is cross eyed . <end>
<start> tom ist jetzt am weinen . <end>	<start> tom is crying now . <end>
<start> tom hat wahnhafte storungen . <end>	<start> tom is delusional . <end>
<start> tom ist zuverlassig . <end>	<start> tom is dependable . <end>
<start> tom ist niedergeschlagen . <end>	<start> tom is despondent . <end>
<start> tom ist mutlos . <end>	<start> tom is despondent . <end>
<start> tom ist entschlossen . <end>	<start> tom is determined . <end>
<start> tom ist am boden zerstort . <end>	<start> tom is devastated . <end>
<start> tom ist diplomatisch . <end>	<start> tom is diplomatic . <end>
<start> tom ist widerlich . <end>	<start> tom is disgusting . <end>
<start> tom ist unzufrieden . <end>	<start> tom is displeased . <end>
<start> tom ist abgelenkt . <end>	<start> tom is distracted . <end>
<start> tom ist verzweifelt . <end>	<start> tom is distraught . <end>
<start> tom ist verstort . <end>	<start> tom is distraught . <end>
<start> tom ist erschuttert . <end>	<start> tom is distressed . <end>
<start> tom geht es gut . <end>	<start> tom is doing fine . <end>
<start> tom macht das . <end>	<start> tom is doing that . <end>
<start> tom macht es gut . <end>	<start> tom is doing well . <end>
