geh.	go.
das auto fuhr gegen einen baum.	the car hit a tree.
der fall ist erledigt.	the case is closed.
die katze schlaft.	the cat's sleeping.
die uhr geht falsch.	the clock is wrong.
der kaffee ist fertig.	the coffee's ready.
das konzert ist aus.	the concert's over.
die krahe ist fortgeflogen.	the crow flew away.
diese krahe ist weggeflogen.	the crow flew away.
die krahe flog weg.	the crow flew away.
die krahe flog davon.	the crow flew away.
die krahe flog von dannen.	the crow flew away.
die disko ist leer.	the disco is empty.
der hund bellt.	the dog is barking.
der hund springt.	the dog is jumping.
der hund hechelt.	the dog is panting.
der hund sieht krank aus.	the dog looks sick.
der hund scheint krank zu sein.	the dog seems sick.
der hund sieht krank aus.	the dog seems sick.
der hund will fleisch.	the dog wants meat.
wir hatten angst vor den hunden.	the dogs scared us.
die tur ist verschlossen.	the door is locked.
die tur ist abgeschlossen.	the door is locked.
der turknauf ist kaputt.	the doorknob broke.
das kleid ist grun.	the dress is green.
die erde ist rund.	the earth is round.
der wirtschaft geht es schlecht.	the economy is bad.
die flamme erlosch.	the flame went out.
der fußboden ist schmutzig.	the floor is dirty.
der boden war kalt.	the floor was cold.
der nebel hat sich gelichtet.	the fog has lifted.
das obst ist frisch.	the fruit is fresh.
das obst wurde schlecht.	the fruit went bad.
das spiel ist manipuliert.	the game is rigged.
das madchen ist einsam.	the girl is lonely.
die madchen tratschten.	the girls gossiped.
das glas ist leer.	the glass is empty.
das haus ist eingesturzt.	the house caved in.
das haus sturzte ein.	the house caved in.
das haus ist leer.	the house is empty.
das eis ist geschmolzen.	the ice has melted.
das eis schmilzt.	the ice is melting.
das eis taut ab.	the ice is melting.
die idee ist nicht schlecht.	the idea isn't bad.
die idee ist nicht neu.	the idea isn't new.
das messer ist schmutzig.	the knife is dirty.
gesetz ist gesetz.	the law is the law.
die ampel ist grun.	the light is green.
das licht ging aus.	the light went out.
das licht ist aus.	the lights are out.
das schloss ist kaputt.	the lock is broken.
das fleisch ist gefroren.	the meat is frozen.
die manner kommen.	the men are coming.
die manner gehen zur arbeit.	the men go to work.
die milch ist gefroren.	the milk is frozen.
der mond ist hell.	the moon is bright.
die maus piepste.	the mouse squealed.
der film war gut!	the movie was good.
die nacht war kuhl.	the night was cool.
der ozean war ruhig.	the ocean was calm.
es geht nur nach oben.	the only way is up.
die anderen lachten.	the others laughed.
die pfanne ist zu heiß.	the pan is too hot.
das papier ist weiß.	the paper is white.
der park war verlassen.	the park was empty.
der papagei ist tot.	the parrot is dead.
das flugzeug hob ab.	the plane took off.
der teller ist schmutzig.	the plate is dirty.
der teich ist zugefroren.	the pond is frozen.
der drucker hatte einen papierstau.	the printer jammed.
das rennen war manipuliert.	the race was fixed.
die straße ist gesperrt.	the road is closed.
der fels fuhlt sich nass an.	the rock feels wet.
das zimmer war leer.	the room was empty.
es war still im zimmer.	the room was quiet.
der server ist ausgefallen.	the server is down.
das schiff befindet sich auf see.	the ship is at sea.
die hemden sind trocken.	the shirts are dry.
das signal war rot.	the signal was red.
der himmel hellte sich auf.	the sky brightened.
der himmel lichtete sich.	the sky brightened.
die soldaten feuerten.	the soldiers fired.
die spinne ist tot.	the spider is dead.
der loffel ist schmutzig.	the spoon is dirty.
die briefmarke hat sich gelost.	the stamp came off.
die briefmarke loste sich.	the stamp came off.
die sterne kamen hervor.	the stars came out.
der laden ist geschlossen.	the store's closed.
der laden hat zu.	the store's closed.
die geschichte war wahr.	the story was true.
es war eine wahre geschichte.	the story was true.
die geschichte stimmte.	the story was true.
der sommer ist vorbei.	the summer is over.
der sommer ist voruber.	the summer is over.
die sonne geht unter.	the sun is setting.
die sonne scheint.	the sun is shining.
die sonne schien hell.	the sun was bright.
der tisch ist grun.	the table is green.
der dieb rannte weg.	the thief ran away.
der dieb rannte schnell.	the thief ran fast.
der reifen verliert luft.	the tire leaks air.
der baum ist umgefallen.	the tree fell down.
das wasser ist rein.	the water is clean.
das wasser ist sauber.	the water is clean.
das wasser war kalt.	the water was cold.
das wasser war warm.	the water was warm.
die wellen sind hoch.	the waves are high.
das fenster ist offen.	the window is open.
die frau ist nackt.	the woman is naked.
das holz ist verfault.	the wood is rotten.
die welt ist klein.	the world is small.
und was passierte dann?	then what happened?
es gibt keine regeln.	there are no rules.
da fahrt unser bus.	there goes our bus.
eine wahl gibt es nicht.	there is no choice.
es gibt einen haken.	there is one catch.
es weht ein leichter wind.	there is some wind.
da ist ein großes loch.	there's a big hole.
es gibt keinen fehler.	there's no mistake.
es eilt nicht.	there's no urgency.
es gibt keinen ausweg.	there's no way out.
es besteht noch hoffnung.	there's still hope.
es ist noch zeit.	there's still time.
das sind meine bucher.	these are my books.
das sind unsere kinder.	these are our kids.
das sind keine worte.	these aren't words.
das sind keine worter.	these aren't words.
das sind meine.	these belong to me.
diese kamen fur dich.	these came for you.
diese autos sind groß.	these cars are big.
diese hunde sind groß.	these dogs are big.
sie haben tom im stich gelassen.	they abandoned tom.
sie haben ein kind adoptiert.	they adopted a kid.
sie adoptierten ein kind.	they adopted a kid.
sie sind alle gekommen.	they all have come.
sie schauten alle nach oben.	they all looked up.
sie blickten alle auf.	they all looked up.
sie sind beide gut.	they are both good.
sie sind ungeduldig.	they are impatient.
sie sind nachbarn.	they are neighbors.
sie sind nicht mude.	they are not tired.
sie sind ringer.	they are wrestlers.
sie haben keinen hunger.	they aren't hungry.
sie sind nicht hungrig.	they aren't hungry.
die sind nicht blod.	they aren't stupid.
sie sind nicht dumm.	they aren't stupid.
ich bin hergebeten worden.	they asked me here.
sie konnen es sich leisten.	they can afford it.
das konnen sie nicht tun.	they can't do that.
das konnen sie nicht tun.	they can't do this.
sie konnen nicht heraus.	they can't get out.
sie konnen mich nicht verletzen.	they can't hurt me.
sie konnen tom nicht sehen.	they can't see tom.
sie konnen dich nicht sehen.	they can't see you.
sie konnen sie nicht sehen.	they can't see you.
sie konnen euch nicht sehen.	they can't see you.
sie konnen mich nicht aufhalten.	they can't stop me.
sie krochen voran.	they crept forward.
sie haben nicht zugehort.	they didn't listen.
ich wurde nicht bezahlt.	they didn't pay me.
sie kennen mich nicht.	they don't know me.
sie kennen uns nicht.	they don't know us.
sie mogen mich nicht.	they don't like me.
sie wollen es nicht.	they don't want it.
sie wollen uns nicht.	they don't want us.
sie fanden nichts.	they found nothing.
sie haben es mir gegeben.	they gave it to me.
sie gaben es mir.	they gave it to me.
sie haben familie.	they have families.
sie wissen davon.	they know about it.
sie wissen, wer ich bin.	they know who i am.
ich wurde ausgelacht.	they laughed at me.
die haben uber mich gelacht.	they laughed at me.
sie lachten uns aus.	they laughed at us.
sie haben mich alleingelassen.	they left me alone.
sie sind zusammen weggegangen.	they left together.
sie tanzen gern.	they like to dance.
sie mogen es, zu tanzen.	they like to dance.
sie wirken verwirrt.	they look confused.
sie machen einen verwirrten eindruck.	they look confused.
sie sehen erleichtert aus.	they look relieved.
sie schauten sich um.	they looked around.
sie haben mich dazu gebracht, es zu tun.	they made me do it.
sie brachten mich dazu, es zu tun.	they made me do it.
sie bringen mich zum lachen.	they make me laugh.
sie meinen’s ernst.	they mean business.
sie trafen sich heimlich.	they met in secret.
sie mussen glucklich sein.	they must be happy.
sie brauchen einen anwalt.	they need a lawyer.
sie benotigen einen rechtsanwalt.	they need a lawyer.
sie brauchen unsere hilfe.	they need our help.
die hat es nie gegeben.	they never existed.
sie gaben nie auf.	they never gave up.
sie geben nie auf.	they never give up.
sie sagten nie nein.	they never said no.
sie horten nie auf.	they never stopped.
sie hielten nie an.	they never stopped.
sie haben es wirklich getan.	they really did it.
sie sprachen kurz.	they spoke briefly.
die haben meine idee gestohlen!	they stole my idea.
sie verstehen uns.	they understand us.
sie liefen herum.	they walked around.
sie liefen umher.	they walked around.
sie sind umhergelaufen.	they walked around.
sie wollen dich tot sehen.	they want you dead.
sie gingen gemeinsam.	they went together.
sie wurden angegriffen.	they were attacked.
sie waren furchtlos.	they were fearless.
sie wurden ermordet.	they were murdered.
sie schliefen.	they were sleeping.
sie waren am schlafen.	they were sleeping.
sie schliefen gerade.	they were sleeping.
sie waren soldaten.	they were soldiers.
sie schwammen.	they were swimming.
sie wurden gefoltert.	they were tortured.
sie waren nicht dort.	they weren't there.
sie haben dieses spiel gewonnen.	they won that game.
sie werden nicht erschossen.	they won't be shot.
sie werden es nicht finden.	they won't find it.
sie werden uns nichts antun.	they won't hurt us.
sie werden es nicht schaffen.	they won't make it.
sie arbeiten nachts.	they work at night.
sie werden erfreut sein.	they'll be pleased.
sie werden zu uns kommen.	they'll come to us.
sie werden es verstehen.	they'll understand.
sie sind alle schuldig.	they're all guilty.
es sind nelken.	they're carnations.
sie kommen jetzt gerade.	they're coming now.
es geht ihnen gut.	they're doing fine.
sie sind uberall!	they're everywhere.
sie sind auslander.	they're foreigners.
das sind auslanderinnen.	they're foreigners.
sie sind auslanderinnen.	they're foreigners.
das sind auslander.	they're foreigners.
sie sind im auto.	they're in the car.
sie sind unglaublich.	they're incredible.
sie verlassen uns.	they're leaving us.
sie sind wutend auf dich.	they're mad at you.
das sind meine cousins.	they're my cousins.
das sind meine cousinen.	they're my cousins.
das sind meine cousins und cousinen.	they're my cousins.
das sind mein cousin und meine cousine.	they're my cousins.
sie kommen nicht.	they're not coming.
die kommen nicht.	they're not coming.
die sind nicht blod.	they're not stupid.
sie sind ein teil von uns.	they're part of us.
sie gehoren zu uns.	they're part of us.
das sind harte kerle.	they're tough guys.
sie sind unzuverlassig.	they're unreliable.
sie sind sehr glucklich.	they're very happy.
sie gehoren dir, tom.	they're yours, tom.
ihr seid reingelegt worden.	they've fooled you.
sie haben mich angelogen.	they've lied to me.
denk daruber nach, okay?	think about it, ok?
das muss ich sehen.	this i have to see.
dieses buch gehort tom.	this book is tom's.
dieses buch ist schwer.	this book is heavy.
das buch ist dunn.	this book is small.
dieses buch ist deins.	this book is yours.
dieses buch gehort dir.	this book is yours.
dieses buch gehort euch.	this book is yours.
dieses buch gehort ihnen.	this book is yours.
dieser junge ist mein sohn.	this boy is my son.
das brot ist hart.	this bread is hard.
dieser kuchen ist suß.	this cake is sweet.
das kann nicht wahr sein.	this can't be true.
das kann nicht stimmen.	this can't be true.
das ist meine uhr.	this clock is mine.
dieser mantel steht dir.	this coat fits you.
das kostet garnichts.	this costs nothing.
dieser hund ist zottelig.	this dog is shaggy.
der hund lauft schnell.	this dog runs fast.
diese gabel ist schmutzig.	this fork is dirty.
das ergebnis dieses spiels ist manipuliert.	this game is fixed.
dieses haus gehort mir.	this house is mine.
das ist marys hund.	this is mary's dog.
das ist toms buch.	this is tom's book.
das hier ist toms zimmer.	this is tom's room.
das ist toms zimmer.	this is tom's room.
das ist toms frau.	this is tom's wife.
das ist ein schlechtes zeichen.	this is a bad sign.
das ist ein feigenbaum.	this is a fig tree.
das ist ein gutes auto.	this is a good car.
das hier ist ein igel.	this is a hedgehog.
das hier ist ein krankenhaus.	this is a hospital.
das ist eine straßenkarte.	this is a road map.
das ist alles, was ich habe.	this is all i have.
das ist alles, was ich weiß.	this is all i know.
das ist fast neu.	this is almost new.
das ist ekelhaft.	this is disgusting.
das ist beunruhigend.	this is disturbing.
das ist motorol.	this is engine oil.
so empfinde ich.	this is how i feel.
das ist unmoglich.	this is impossible.
es ist unmoglich.	this is impossible.
das kann nicht sein!	this is impossible.
das ist nur wasser.	this is just water.
das ist das meiste davon.	this is most of it.
das ist mein fahrrad.	this is my bicycle.
das ist mein bruder.	this is my brother.
das hier ist mein gatte.	this is my husband.
das hier ist mein mann.	this is my husband.
das hier ist mein ehemann.	this is my husband.
das ist meine kuche.	this is my kitchen.
das ist mein neues auto.	this is my new car.
das ist mein problem.	this is my problem.
das ist mir neu.	this is news to me.
das hier ist kein spiel.	this is not a game.
das reicht nicht.	this is not enough.
das ist nicht genug.	this is not enough.
das reicht nicht aus.	this is not enough.
das ist nichts fur mich.	this is not for me.
das ist nicht fur mich.	this is not for me.
dies ist nicht mein wagen.	this is not my car.
heute ist nicht mein tag.	this is not my day.
das ist nicht normal.	this is not normal.
das ist unsere chance.	this is our chance.
das ist diebstahl geistigen eigentums.	this is plagiarism.
das ist sehr schlecht.	this is really bad.
